Valid_citing_DOI,Invalid_cited_DOI
10.1007/978-3-319-73764-5_38,10.1016/j.ejcts.2009.07.046.
10.1155/2016/8736263,10.1175/1520-0477(2000)08160;2417:mawmuh62;2.3.co;2
10.2307/1309926,10.2307/1740171
10.1161/01.res.46.2.292,10.1161/res.28.2.234
10.2478/s11696-012-0142-6,10.1016/j.ijhydene.2011.01.141.http://dx.doi.org/10.1016/j.ijhydene.2011.01.141
10.1038/s41467-018-07059-3,10.2307/24857480
10.3389/fdata.2019.00005,10.1162/tacl-a-00051
10.1080/14712598.2019.1644316,10.1182/blood-2018-99-115418
10.1161/01.hyp.33.1.24,10.1161/circ.77.4.3280158
10.1161/01.cir.104.1.91,10.1161/atvb.16.1.28
10.1145/3393914.3395826,10.1145/3378567
10.1007/978-3-662-49322-9_5,10.1186/s12883-12015-10456-12884
10.1101/130070,10.1038/nmeth.192310.1038/nmeth.1923.
10.1101/276907,10.1101/gr.190595.115.
10.1111/jspn.12010,10.1016/jpec.2004.04.001
10.1161/hypertensionaha.108.118927,10.1161/hyp.38.2.222
10.1161/01.cir.102.3.326,10.1161/circ.97.14.1382
10.1007/s40142-019-00171-w,10.5334/egems.256.
10.2200/s00558ed1v01y201312mpc011,10.1007/978-0-85729-352-
10.1161/circgenetics.109.930867,10.1161/res.73.3.8394224
10.3109/10826084.2014.977397,10.1111/j.1360–0443.2009.02710.x
10.1080/00220973.2013.813361,10.1136/jech.2007.06537
10.1016/j.critrevonc.2008.08.005,10.1200/jco.2007.25.18_suppl.4510
10.1101/2020.11.24.394213,10.2307/2346101
10.1007/s11571-020-09584-8,10.1016/j.neuroscience.2016.03035
10.1007/s11552-009-9254-z,10.1016/0266-7681_88_90122-2
10.1128/mbio.01159-19,10.1080/15384101.2015.1068475:0
10.1007/978-3-319-39312-4_334,10.1016/j.epsl.2017.1001.1045
10.1177/1179573519843874,10.1016/j.jclinepi.2004.04.005.
10.1161/01.res.87.9.789,10.1161/res.70.3.1371430
10.1161/01.cir.79.5.1106,10.1161/res.55.4.6478555
10.1161/01.str.25.4.776,10.1161/str.19.8.3041652
10.1161/01.cir.101.9.1027,10.1161/str.29.9.1959
10.1080/09602011.2019.1589531,10.1111/bjc.1219
10.1007/s11419-019-00464-3,10.2810/80033/
10.1161/01.cir.101.25.2942,10.1161/circ.91.6.1807
10.1161/01.res.0000086942.13523.88,10.1161/res.81.5.797
10.1161/01.res.49.3.557,10.1161/res.16.5.452
10.14710/ijred.9.2.303-310,10.1016/j.energy.2011.06.018.
10.1145/1837513.1640139,10.5555/574212
10.1161/strokeaha.109.547828,10.1161/str.29.5.944
10.1161/01.res.60.3.402,10.1161/circ.64.6.7296786
10.2174/1573408016666200414153108,10.1155/2018/9589472.
10.1161/01.str.32.5.1154,10.1161/str.30.8.1722
10.1145/335191.335450,10.5555/645925.671527
10.1177/0306624x16630543,10.111/j.1467-8624.1996.tb01779.x
10.31805/acjes.445545,10.1007/s10673-017-08707
10.1145/974043.974080,10.5555/17407.17370
10.1007/s10548-019-00719-7,10.1145/1283383.1283494
10.4054/demres.2018.39.13,10.2307/41941000
10.1101/069468,10.1016/j.respol.2012.05.00
10.1016/j.cbd.2013.09.002,10.1186/gb-2010-11-9-403
10.1002/9781119788393.ch2,10.7870/cjcmh‐1983‐0018
10.1007/s40847-018-0069-z,10.1002/hec.3014/pdf
10.1161/01.cir.78.3.598,10.1161/circ.57.5.639209
10.1101/2020.06.19.161398,10.1139/9780660165066
10.3280/rsc2017-002002,10.1080/01926187.2011.63513
10.1145/384196.384213,10.5555/827268.828947
10.1161/01.atv.18.5.808,10.1161/atvb.16.4.539
10.1007/s00784-020-03331-3,10.3760/cma.j.issn.1005?1201.2017.11.001
10.1161/01.str.0000079180.81161.53,10.1161/hyp.34.1.57
10.1007/s00445-017-1173-1,10.1186/s40623-017-0623-5.
10.1145/2470654.2481347,10.5555/2026187.2026216
10.1177/1368430215613843,10.1037/0022–3514.89.4.552
10.1145/1961296.1950379,10.5555/795671.796918
10.1161/01.cir.0000059651.17045.77,10.1161/circ.101.22.2554
10.2139/ssrn.2707114,10.1111/j.1099-0860.1997.tb00004.x/abstract>
10.1080/13183222.2017.1267161,10.117.7/1354068812462933
10.1161/circresaha.116.302795,10.1161/atvb.20.12.2533
10.1161/strokeaha.108.189696,10.1161/str.4.6.946
10.1007/978-3-319-97607-5_4,10.1080/13576270050076795
10.1145/2769493.2769549,10.5555/647987.741324
10.1145/2024723.2000068,10.5555/255235.255288
10.1161/hypertensionaha.113.00543,10.1161/hyp.37.2.281
10.1007/978-1-4614-7591-0_6,10.1007/978-1-4614-7591-0_11
10.1098/rspb.2010.2564,10.1016/j.fins.2010.07.001
10.1016/j.cbpc.2005.07.005,10.1007/s101260000030
10.15446/rfmvz.v66n2.82428,10.1002/
10.3389/fsurg.2020.00019,10.1097/0006123199706000-00014
10.1007/978-3-030-32274-8_10,10.1007/978-3-319-28265-7_30.
10.1145/2874239.2874247,10.5555/647987.741336
10.1161/01.res.68.6.1614,10.1161/circ.40.4.437
10.1145/2804408.2804412,10.5555/2421731.2421757
10.1161/01.cir.96.7.2118,10.1161/circ.82.4.2401076
10.33713/egetbd.521446,10.1530/eje-17-0642.
10.1161/01.res.0000052990.68216.ef,10.1161/atvb.16.1.19
10.1161/01.cir.72.6.1372,10.1161/res.30.5.505
10.1161/01.res.77.4.759,10.1161/circ.90.2.8044934
10.1177/102490790301000406,10.1177/096721099500300213
10.1161/01.atv.17.1.83,10.1161/atv91.14.12.7981179
10.1002/9781118540190.wbeic155,10.1037/0021‐9010.93.1.170
10.4018/978-1-4666-9461-3.ch052,10.1162/dmal.9780262524834.001
10.1161/01.cir.96.3.769,10.1161/circ.89.4.8149520
10.1161/hypertensionaha.111.189142,10.1161/circ.104.6.735
10.1080/0013838x.2014.964561,10.1515/9780804780735
10.1002/9781119790945.ch12,10.1037//0893‐3200.15.3.371
10.1161/01.cir.0000139338.12464.5f,10.1161/circ.104.24.2879
10.1145/2742545,10.5555/647766.760724
10.1145/267580.267590,10.5555/257572.257631
10.1215/9780822386568-005,10.2307/j.ctv11hppz8
10.1080/17511321.2020.1796773,"10.1080/17430430903522996,293"
10.1161/01.str.0000098004.26252.eb,10.1161/circ.99.18.2440
10.1007/978-3-030-25816-0_12,10.1016/j.neubiorev.2010
10.1007/s13277-016-5146-3,10.1007/s00018-014-1707-z.
10.1155/2015/621481,10.1002/(sici)1097-4636(199604)30:460;429::aid-jbm162;3.0.co;2-r
10.1161/01.cir.0000146917.75041.58,10.1161/circ.100.20.2085
10.1161/01.cir.100.7.723,10.1161/atvb.17.1.91
10.1186/s12302-020-00393-8,10.3763/inbi.2010.0046
10.1145/2786805.2803197,10.5555/2486788.2486877
10.1080/13678868.2014.896128,10.1016/0969-5931(94)90011-6.
10.5500/wjt.v6.i3.472,10.1154/2013/256923
10.1161/01.res.82.7.810,10.1161/res.74.6.8187280
10.1007/s11845-019-02037-0,10.1001/arch-surg.137.4.462
10.1002/jqs.2846,10.1016/j.quascirev.2015.04.004]
10.1161/hc0902.104353,10.1161/circ.101.15.1767
10.1080/10408398.2020.1804320,10.3945/ajcn.116.150946
10.1145/3131611,10.5555/2008664.2008669
10.1145/2934680,10.5555/1898699.1898713
10.1007/s11084-019-09581-w,10.4454/ofiolitiv31i2338
10.1177/1178646920954882,10.1136/heartjnl-2015-308581.
10.1161/01.res.49.6.1339,10.1161/res.48.1.6449313
10.1080/10887156.2012.701129,10.1037/1076–8998.11.1.76
10.1145/970831.970840,10.5555/1630659.1630939
10.3389/fmicb.2020.575595,10.1046/j.1365-2036.1998.00337
10.3389/fchem.2019.00469,10.1021/ja00023a048.
10.1016/j.envsoft.2020.104952,10.12691/ajwr-1-3-3
10.1038/s41597-020-0534-3,10.18140/flx/1440148
10.1145/1070891.1065929,10.5555/774861.774864
10.1161/01.hyp.30.4.942,10.1161/hyp.27.1.32
10.1134/s1070428020050061,10.1134/s10704280181201875
10.1007/978-3-642-15787-5_7,10.1016/jpolymerdegradstab.2009.12.003
10.1057/9781137440532_8,10.5040/9780755624874
10.1517/13543784.2013.812071,10.1096/fj.030271fje
10.1145/2980024.2872406,10.5555/1268299.1268300
10.1161/01.res.84.12.1453,10.1161/circ.93.6.1223
10.1007/978-94-007-0202-8_1,10.1007/978-94-007-0202-8_13
10.3389/fbioe.2020.01008,10.1186/s13068-018-1134-1138
10.1049/mnl.2018.5489,10.1088/0957‐4484/17/4/023
10.4161/pri.6.1.18317,10.1128/jvi.76.5.2510-7.2002
10.1161/01.hyp.34.1.44,10.1161/circ.90.1.8026008
10.1161/01.str.24.1.84,10.1161/str.21.10.2219214
10.1007/s10994-013-5376-1,10.14778/3402755.3402783
10.1161/circulationaha.104.512731,10.1161/circ.100.18.1879
10.1007/s12187-019-09632-8,10.1037/00332909.110.2.187
10.1101/2020.06.11.145409,10.13140/2.1.3857.7449
10.1128/jcm.00440-14,10.4081/ijas.2010.e61
10.3389/fphar.2019.00258,10.1016/j.jchromb.2018.10.011.
10.1016/j.sna.2020.112352,10.1002/adfm.201909504
10.1161/circimaging.111.963967,10.1161/circ.91.1.72
10.1161/circulationaha.105.543157,10.1161/res.89.3.224
10.1080/15368378.2019.1656645,10.1088/1755-1315/10/1/012006)
10.1080/17435390.2018.1434911,10.1016/j.carbon.2014.12.025.
10.1080/2331186x.2019.1640655,10.1016/j.asw
10.1007/s40820-020-00552-9,"10.1016/j,compscitech.2019.107686"
10.1161/01.cir.44.6.1062,10.1161/circ.40.4.483
10.1002/2014gl061016,10.1175/1520-0469(1996)053
10.1101/2020.07.14.202580,10.3109/10409238.2015.1064854
10.1145/972374.972392,10.5555/850928.851879
10.1145/3338906.3340444,10.5555/1939399.1939412
10.1161/01.cir.100.9.999,10.1161/circ.91.10.2573
10.1177/1350508416670249,10.1093/oxfordhb/9780199927142.001.0001.
10.1161/01.cir.52.5.810,10.1161/circ.50.1.108
10.1177/1745691615596789,10.1111/j.1758-0854.2010.01045
10.1080/15299716.2019.1617543,10.1037/agd0000282
10.1161/01.cir.0000023924.66889.4c,10.1161/circ.96.11.3921
10.1080/19443994.2016.1168580,10.15376/biores.6.2.2161-2287
10.2307/1370238,10.2307/4353829
10.1161/01.atv.11.2.443,10.1161/str.18.6.3317999
10.1177/0046958020964421,10.1111/inr.12520.
10.1161/01.cir.0000160367.99928.87,10.1161/res.89.5.422
10.1161/01.cir.103.13.1813,10.1161/circ.99.2.237
10.1002/9781119017073.ch4,10.5194/hess‐18‐85‐201418‐85‐2014
10.1080/13506285.2012.666295,10.1201/9780429246593
10.1080/23311908.2020.1782098,10.5829/idosi.mejsr.2014.19.5.21018
10.2200/s00170ed1v01y200902spr008,10.1214/aoms
10.1161/01.str.29.3.618,10.1161/str.19.5.3363586
10.1007/s12079-016-0352-8,10.1089/152791601750294344.
10.3389/fmicb.2018.02181,10.1095/biolreprod60.2.508.
10.1145/3323503.3360292,10.5555/3305381.3305510
10.1186/s40814-019-0419-4,10.1186/s40814-018-0282-8.
10.1161/01.cir.76.1.173,10.1161/res.45.4.476870
10.1007/s12583-019-1244-7,10.1016/s0009-
10.1177/1368430217745366,10.1027/1864–9335/a000091
10.1080/00275514.2017.1386527,10.1146/annurev.py.13
10.1080/09593330.2020.1804466,10.1007/s10653-011-9414-0
10.2307/4087511,10.2307/1720004
10.1007/978-81-322-2056-5_14,10.1016/j.envexpbot.2013.10.018#doilink
10.1145/643550.643553,10.5555/519308.786899
10.18311/jnr/2019/23584,10.1111/j.13652796.2011.02498.x.
10.1161/01.cir.0000134275.90823.87,10.1161/circ.103.18.2277
10.2307/4089167,10.2307/4215353
10.21324/dacd.613950,10.1080/14680629.2019.1568286.
10.1161/circep.113.000651,10.1161/circ.104.22.2699
10.1002/9781119790945.ch12,10.1037/0033‐2909.110.1.26
10.1145/1795377.1795380,10.5555/645964.674387
10.1161/01.res.0000155951.62152.2e,10.1161/circ.93.12.2178
10.1161/01.res.0000052312.41419.55,10.1161/circ.103.18.2303
10.2307/4090072,10.2307/3061621
10.1525/auk.2010.10094,10.2307/2665612
10.1161/01.cir.38.6.1037,10.1161/circ.34.5.718
10.1080/00032719.2020.1778014,10.13883/j.issn1004-5929.201802010
10.1145/3309697.3331474,10.5555/2634074.2634106
10.3389/fgene.2019.01053,10.1016/j.anireprosci.2010.12.001.
10.3280/pds2015-003007,10.1080/1354850051233131543
10.1161/01.str.23.12.1752,10.1161/str.23.6.1595099
10.2478/s11696-010-0019-5,10.1016/j.chroma.2005.10.083.
10.1007/978-3-319-97743-0_1,10.1055/s-2008-1044523.
10.1007/s10822-020-00315-z,10.1021/acs.jctc8b01290
10.3390/make1010001,10.1145/1756006.1756039
10.1088/1757-899x/854/1/012005,10.11591/ijpeds.v10.i2.987-994
10.3389/fimmu.2019.01251,10.1684/ejd.2007.0262
10.1161/circulationaha.111.048843,10.1161/circ.99.6.779
10.1161/01.hyp.0000048340.53100.43,10.1161/circ.100.23.2305
10.1161/01.cir.60.2.413,10.1161/circ.43.6.836
10.15252/emmm.201302627,10.1007/s00062‐014‐0289‐3
10.15734/koed..108.201609.203,10.15858/engtea.70.5.201512.133
10.1145/97880.97900,10.5555/70248.70253
10.17936/pkelt.2018.30.1.002,10.17936/pkelt.2017.29.3.8
10.1007/s00417-020-04911-5,10.1111/j.1365-2559.2011.03820
10.1161/strokeaha.116.013207,10.1161/hyp.38.4.932
10.1017/9781108652780.017,10.5325/j.ctv14gp7gg
10.1161/01.cir.99.17.2243,10.1161/circ.89.1.8281696
10.14778/2350229.2350235,10.5555/1315451.1315459
10.1002/9781119790945.ch16,10.1111/j.1752‐0606.2009.00155.x
10.1111/j.1747-4949.2007.00096.x,10.1177/096721099900700306
10.1002/j.0022-0337.2009.73.9.tb04791.x,10.1002/j.0022-0337.2007.71.5.tb04321.x
10.1161/str.0b013e3181fcb238,10.1161/str.27.2.224
10.1161/hypertensionaha.111.00686,10.1161/circ.100.1.e1
10.1369/0022155420980071,10.1038/srep37173.
10.3389/fpls.2019.01682,10.1038/ng3518
10.1080/00336297.2017.1333437,10.1007/s10578-0080111-z
10.1002/2015jb012582,10.1093/gji/ggu224.
10.1161/01.cir.65.2.225,10.1161/circ.47.6.1147
10.3389/fpsyg.2018.01564,10.1162/jocn
10.1145/3183440.3194964,10.5555/645683.664578
10.1155/2015/504678,10.1379/1466-1268(1997)002lt;0162:tmethi>2.3.co;2
10.1177/1754073913490043,10.1007/s10979–006–9033–0
10.1177/1178638819840036,10.1901/jaba.1999.32-221.
10.1161/01.cir.76.6.1380,10.1161/res.46.5.7363413
10.1161/01.atv.20.10.2175,10.1161/res.75.1.8013077
10.1161/01.cir.0000057973.99140.5a,10.1161/str.31.7.1672
10.2979/eservicej.8.3.24,10.2307/23015728
10.1161/hypertensionaha.106.084301,10.1161/hyp.35.2.621
10.1145/2837614.2837617,10.5555/2337223.2337257
10.1161/01.cir.96.7.2325,10.1161/circ.61.4.7357722
10.1161/circoutcomes.112.965319,10.1161/circ.91.6.1768
10.1177/1045389x18806397,10.1155/2016/1340402.
10.1161/01.cir.0000012917.74432.66,10.1161/atvb.20.6.1529
10.1080/15487768.2015.1089801,10.1176/appi.ps.62.7.704.
10.1073/pnas.0912925107,10.1369/0022155410390327
10.3389/fpsyg.2018.02735,10.1177/0013916503251445
10.1080/13674676.2015.1075481,10.1177/1359105312465911.
10.1161/01.hyp.1.3.235,10.1161/res.42.2.413669
